artist,album,track_title,track_n,lyric,line,year
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Beautiful, beautiful, beautiful?",49,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,La la la,50,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Oh, oh, oh, oh",51,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",52,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Stay beautiful,53,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Stay beautiful,54,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Na, na, na, na, na",55,2006
Taylor Swift,Taylor Swift,Should've Said No,9,It's strange to think the songs we used to sing,1,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"The smiles, the flowers, everything is gone",2,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Yesterday I found out about you,3,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Even now just looking at you: feels wrong,4,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You say that you'd take it all back, given one chance",5,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"It was a moment of weakness and you said, ""Yes""",6,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've said, ""No"", you should've gone home",7,2006
Taylor Swift,Taylor Swift,Should've Said No,9,You should've thought twice 'fore you let it all go,8,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've know that word, 'bout what you did with her",9,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Get back to me (get back to me),10,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"And I should've been there, in the back of your mind",11,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"I shouldn't be asking myself, ""Why?""",12,2006
Taylor Swift,Taylor Swift,Should've Said No,9,You shouldn't be begging for forgiveness at my feet,13,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've said no, baby, and you might still have me",14,2006
Taylor Swift,Taylor Swift,Should've Said No,9,You can see that I've been crying,15,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Baby you know all the right things to say,16,2006
Taylor Swift,Taylor Swift,Should've Said No,9,But do you honestly expect me to believe,17,2006
Taylor Swift,Taylor Swift,Should've Said No,9,We could ever be the same?,18,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You say that the past is the past, you need one chance",19,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"It was a moment of weakness and you said, ""Yes""",20,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've said, ""No"", you should've gone home",21,2006
Taylor Swift,Taylor Swift,Should've Said No,9,You should've thought twice 'fore you let it all go,22,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've know that word, 'bout what you did with her",23,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Get back to me (get back to me),24,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"And I should've been there, in the back of your mind",25,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"I shouldn't be asking myself, ""Why?""",26,2006
Taylor Swift,Taylor Swift,Should've Said No,9,You shouldn't be begging for forgiveness at my feet,27,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've said no, baby, and you might still have me",28,2006
Taylor Swift,Taylor Swift,Should've Said No,9,I can't resist,29,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Before you go tell me this,30,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Was it worth it?,31,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Was she worth this?,32,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"No no, no, no",33,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've said, ""No"", you should've gone home",34,2006
Taylor Swift,Taylor Swift,Should've Said No,9,You should've thought twice 'fore you let it all go,35,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've know that word, 'bout what you did with her",36,2006
Taylor Swift,Taylor Swift,Should've Said No,9,Get back to me (get back to me),37,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"And I should've been there, in the back of your mind",38,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"I shouldn't be asking myself, ""Why?""",39,2006
Taylor Swift,Taylor Swift,Should've Said No,9,You shouldn't be begging for forgiveness at my feet,40,2006
Taylor Swift,Taylor Swift,Should've Said No,9,"You should've said no, baby, and you might still have me",41,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"She said, I was seven and you were nine",1,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,I looked at you like the stars that shined,2,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"In the sky, the pretty lights",3,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,And our daddies used to joke about the two of us,4,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Growing up and falling in love and our mamas smiled,5,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,And rolled their eyes and said oh my my my,6,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Take me back to the house in the backyard tree,7,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"Said you'd beat me up, you were bigger than me",8,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"You never did, you never did",9,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Take me back when our world was one block wide,10,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,I dared you to kiss me and ran when you tried,11,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"Just two kids, you and I",12,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Oh my my my my,13,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"Well, I was sixteen when suddenly",14,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,I wasn't that little girl you used to see,15,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,But your eyes still shined like pretty lights,16,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,And our daddies used to joke about the two of us,17,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,They never believed we'd really fall in love,18,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,And our mamas smiled and rolled their eyes,19,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,And said oh my my my,20,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Take me back to the creek beds we turned up,21,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Two A.M. riding in your truck and all I need is you next to me,22,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Take me back to the time we had our very first fight,23,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,The slamming of doors instead of kissing goodnight,24,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,You stayed outside till the morning light,25,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Oh my my my my,26,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,A few years had gone and come around,27,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,We were sitting at our favorite spot in town,28,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"And you looked at me, got down on one knee",29,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Take me back to the time when we walked down the aisle,30,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Our whole town came and our mamas cried,31,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,You said I do and I did too,32,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,Take me home where we met so many years before,33,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,We'll rock our babies on that very front porch,34,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"After all this time, you and I",35,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,I'll be eighty-seven; you'll be eighty-nine,36,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,I'll still look at you like the stars that shine,37,2006
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),10,"In the sky, oh my my my",38,2006
Taylor Swift,Taylor Swift,Our Song,11,I was riding shotgun with my hair undone,1,2006
Taylor Swift,Taylor Swift,Our Song,11,In the front seat of his car,2,2006
Taylor Swift,Taylor Swift,Our Song,11,He's got a one-hand feel on the steering wheel,3,2006
Taylor Swift,Taylor Swift,Our Song,11,The other on my heart,4,2006
Taylor Swift,Taylor Swift,Our Song,11,"I look around, turn the radio down",5,2006
Taylor Swift,Taylor Swift,Our Song,11,"He says, ""Baby is something wrong?""",6,2006
Taylor Swift,Taylor Swift,Our Song,11,"I say, ""Nothing, I was just thinking",7,2006
Taylor Swift,Taylor Swift,Our Song,11,"How we don't have a song""",8,2006
Taylor Swift,Taylor Swift,Our Song,11,And he says,9,2006
Taylor Swift,Taylor Swift,Our Song,11,Our song is the slamming screen door,10,2006
Taylor Swift,Taylor Swift,Our Song,11,"Sneakin' out late, tapping on your window",11,2006
Taylor Swift,Taylor Swift,Our Song,11,When we're on the phone and you talk real slow,12,2006
Taylor Swift,Taylor Swift,Our Song,11,'Cause it's late and your mama don't know,13,2006
Taylor Swift,Taylor Swift,Our Song,11,Our song is the way you laugh,14,2006
Taylor Swift,Taylor Swift,Our Song,11,"The first date: ""Man, I didn't kiss her, and I should have""",15,2006
Taylor Swift,Taylor Swift,Our Song,11,And when I got home 'fore I said amen,16,2006
Taylor Swift,Taylor Swift,Our Song,11,Asking God if he could play it again,17,2006
Taylor Swift,Taylor Swift,Our Song,11,I was walking up the front porch steps,18,2006
Taylor Swift,Taylor Swift,Our Song,11,After everything that day,19,2006
Taylor Swift,Taylor Swift,Our Song,11,Had gone all wrong and been trampled on,20,2006
Taylor Swift,Taylor Swift,Our Song,11,And lost and thrown away,21,2006
Taylor Swift,Taylor Swift,Our Song,11,"Got to the hallway, well on my way",22,2006
Taylor Swift,Taylor Swift,Our Song,11,To my lovin' bed,23,2006
Taylor Swift,Taylor Swift,Our Song,11,I almost didn't notice all the roses,24,2006
Taylor Swift,Taylor Swift,Our Song,11,And the note that said,25,2006
Taylor Swift,Taylor Swift,Our Song,11,Our song is the slamming screen door,26,2006
Taylor Swift,Taylor Swift,Our Song,11,"Sneakin' out late, tapping on your window",27,2006
Taylor Swift,Taylor Swift,Our Song,11,When we're on the phone and you talk real slow,28,2006
Taylor Swift,Taylor Swift,Our Song,11,'Cause it's late and your mama don't know,29,2006
Taylor Swift,Taylor Swift,Our Song,11,Our song is the way you laugh,30,2006
Taylor Swift,Taylor Swift,Our Song,11,"The first date: ""Man, I didn't kiss her, and I should have""",31,2006
Taylor Swift,Taylor Swift,Our Song,11,And when I got home 'fore I said amen,32,2006
Taylor Swift,Taylor Swift,Our Song,11,Asking God if he could play it again,33,2006
Taylor Swift,Taylor Swift,Our Song,11,"I've heard every album, listened to the radio",34,2006
Taylor Swift,Taylor Swift,Our Song,11,Waited for something to come along,35,2006
Taylor Swift,Taylor Swift,Our Song,11,That was as good as our song,36,2006
Taylor Swift,Taylor Swift,Our Song,11,'Cause our song is the slamming screen door,37,2006
Taylor Swift,Taylor Swift,Our Song,11,"Sneakin' out late, tapping on his window",38,2006
Taylor Swift,Taylor Swift,Our Song,11,When we're on the phone and he talks real slow,39,2006
Taylor Swift,Taylor Swift,Our Song,11,'Cause it's late and his mama don't know,40,2006
Taylor Swift,Taylor Swift,Our Song,11,Our song is the way he laughs,41,2006
Taylor Swift,Taylor Swift,Our Song,11,"The first date: ""Man, I didn't kiss him, and I should have""",42,2006
Taylor Swift,Taylor Swift,Our Song,11,And when I got home 'fore I said amen,43,2006
Taylor Swift,Taylor Swift,Our Song,11,Asking God if he could play it again,44,2006
Taylor Swift,Taylor Swift,Our Song,11,Play it again,45,2006
Taylor Swift,Taylor Swift,Our Song,11,I was riding shotgun with my hair undone,46,2006
Taylor Swift,Taylor Swift,Our Song,11,In the front seat of his car,47,2006
Taylor Swift,Taylor Swift,Our Song,11,I grabbed a pen and an old napkin,48,2006
Taylor Swift,Taylor Swift,Our Song,11,And I wrote down our song,49,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Friday night beneath the stars,1,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,In a field behind your yard,2,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,You and I are painting pictures in the sky,3,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,And sometimes we don't say a thing,4,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Just listen to the crickets sing,5,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Everything I need is right here by my side,6,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,And I know everything about you,7,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,I don't wanna live without you,8,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,I'm only up when you're not down,9,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Don't wanna fly if you're still on the ground,10,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,It's like no matter what I do,11,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Well you drive me crazy half the time,12,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,The other half I'm only trying to let you know that what I feel is true,13,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,And I'm only me when I'm with you,14,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Just a small town boy and girl,15,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Living in a crazy world,16,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Trying to figure out what is and isn't true,17,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,And I don't try to hide my tears,18,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,The secrets or my deepest fears,19,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Through it all nobody gets me like you do,20,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,And you know everything about me,21,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,You say that you can't live without me,22,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,I'm only up when you're not down,23,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Don't wanna fly if you're still on the ground,24,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,It's like no matter what I do,25,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Well you drive me crazy half the time,26,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,The other half I'm only trying to let you know that what I feel is true,27,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,And I'm only me when I'm with you,28,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,When I'm with anybody else it's so hard to be myself,29,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Only you can tell,30,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,That I'm only up when you're not down,31,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Don't wanna fly if you're still on the ground,32,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,It's like no matter what I do,33,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Well you drive me crazy half the time,34,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,The other half I'm only trying to let you know that what I feel is true,35,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,And I'm only me,36,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Who I wanna be,37,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,"Well, I'm only me when I'm with you",38,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,With you,39,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Uh huh,40,2006
Taylor Swift,Taylor Swift,I'm Only Me When I'm With You,12,Yeah,41,2006
Taylor Swift,Taylor Swift,Invisible,13,She can't see the way your eyes,1,2006
Taylor Swift,Taylor Swift,Invisible,13,Light up when you smile,2,2006
Taylor Swift,Taylor Swift,Invisible,13,She'll never notice how you stop and stare,3,2006
Taylor Swift,Taylor Swift,Invisible,13,Whenever she walks by,4,2006
Taylor Swift,Taylor Swift,Invisible,13,And you can't see me wanting you the way you want her,5,2006
Taylor Swift,Taylor Swift,Invisible,13,But you are everything to me,6,2006
Taylor Swift,Taylor Swift,Invisible,13,I just want to show you,7,2006
Taylor Swift,Taylor Swift,Invisible,13,She don't even know you,8,2006
Taylor Swift,Taylor Swift,Invisible,13,She's never going to love you like I want to,9,2006
Taylor Swift,Taylor Swift,Invisible,13,And you just see right through me,10,2006
Taylor Swift,Taylor Swift,Invisible,13,If you only knew me,11,2006
Taylor Swift,Taylor Swift,Invisible,13,We could be a beautiful,12,2006
Taylor Swift,Taylor Swift,Invisible,13,Miracle,13,2006
Taylor Swift,Taylor Swift,Invisible,13,Unbelievable,14,2006
Taylor Swift,Taylor Swift,Invisible,13,Instead of just invisible,15,2006
Taylor Swift,Taylor Swift,Invisible,13,There's a fire inside of you,16,2006
Taylor Swift,Taylor Swift,Invisible,13,That can't help but shine through,17,2006
Taylor Swift,Taylor Swift,Invisible,13,She's never going to see the light,18,2006
Taylor Swift,Taylor Swift,Invisible,13,No matter what you do,19,2006
Taylor Swift,Taylor Swift,Invisible,13,And all I think about is how to make you think of me,20,2006
Taylor Swift,Taylor Swift,Invisible,13,And everything that we could be,21,2006
Taylor Swift,Taylor Swift,Invisible,13,I just want to show you,22,2006
Taylor Swift,Taylor Swift,Invisible,13,She don't even know you,23,2006
Taylor Swift,Taylor Swift,Invisible,13,She's never going to love you like I want to,24,2006
Taylor Swift,Taylor Swift,Invisible,13,And you just see right through me,25,2006
Taylor Swift,Taylor Swift,Invisible,13,If you only knew me,26,2006
Taylor Swift,Taylor Swift,Invisible,13,We could be a beautiful,27,2006
Taylor Swift,Taylor Swift,Invisible,13,Miracle,28,2006
Taylor Swift,Taylor Swift,Invisible,13,Unbelievable,29,2006
Taylor Swift,Taylor Swift,Invisible,13,Instead of just invisible,30,2006
Taylor Swift,Taylor Swift,Invisible,13,Like shadows in a faded light,31,2006
Taylor Swift,Taylor Swift,Invisible,13,"Oh, we're invisible",32,2006
Taylor Swift,Taylor Swift,Invisible,13,I just want to open your eyes,33,2006
Taylor Swift,Taylor Swift,Invisible,13,And make you realize,34,2006
Taylor Swift,Taylor Swift,Invisible,13,I just want to show you,35,2006
Taylor Swift,Taylor Swift,Invisible,13,She don't even know you,36,2006
Taylor Swift,Taylor Swift,Invisible,13,"Baby, let me love you",37,2006
Taylor Swift,Taylor Swift,Invisible,13,Let me want you,38,2006
Taylor Swift,Taylor Swift,Invisible,13,You just see right through me,39,2006
Taylor Swift,Taylor Swift,Invisible,13,But if you only knew me,40,2006
Taylor Swift,Taylor Swift,Invisible,13,We could be a beautiful,41,2006
Taylor Swift,Taylor Swift,Invisible,13,Miracle,42,2006
Taylor Swift,Taylor Swift,Invisible,13,Unbelievable,43,2006
Taylor Swift,Taylor Swift,Invisible,13,Instead of just invisible,44,2006
Taylor Swift,Taylor Swift,Invisible,13,She can't see the way your eyes,45,2006
Taylor Swift,Taylor Swift,Invisible,13,Light up when you smile,46,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna break a perfectly good heart?,1,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,"Why would you wanna take our love and tear it all apart, now?",2,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna make the very first scar?,3,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna break a perfectly good heart?,4,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,"Maybe I should've seen the signs, should've read the writing on the wall",5,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,And realized by the distance in your eyes that I would be the one to fall,6,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,"No matter what you say, I still can't believe",7,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,That you would walk away,8,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,"It don't make sense to me, but",9,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna break a perfectly good heart?,10,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,"Why would you wanna take our love and tear it all apart,now?",11,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna make the very first scar?,12,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna break a perfectly good heart?,13,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,It's not unbroken anymore,14,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,How do I get it back the way it was before?,15,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna break a perfectly good heart?,16,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,"Why would you wanna take our love and tear it all apart, now?",17,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna make the very first scar?,18,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna break a perfectly good heart?,19,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna break a perfectly good heart?,20,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,"Why would you wanna take our love and tear it all apart, now?",21,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna make the very first scar?,22,2006
Taylor Swift,Taylor Swift,A Perfectly Good Heart,14,Why would you wanna break a perfectly good heart?,23,2006
Taylor Swift,Fearless,Fearless,1,There's something 'bout the way,1,2008
Taylor Swift,Fearless,Fearless,1,The street looks when it's just rained,2,2008
Taylor Swift,Fearless,Fearless,1,There's a glow off the pavement,3,2008
Taylor Swift,Fearless,Fearless,1,You walk me to the car,4,2008
Taylor Swift,Fearless,Fearless,1,And you know I wanna ask you to dance right there,5,2008
Taylor Swift,Fearless,Fearless,1,"In the middle of the parking lot, yeah",6,2008
Taylor Swift,Fearless,Fearless,1,"Oh, yeah",7,2008
Taylor Swift,Fearless,Fearless,1,We're driving down the road,8,2008
Taylor Swift,Fearless,Fearless,1,I wonder if you know,9,2008
Taylor Swift,Fearless,Fearless,1,I'm trying so hard not to get caught up now,10,2008
Taylor Swift,Fearless,Fearless,1,But you're just so cool,11,2008
Taylor Swift,Fearless,Fearless,1,Run your hands through your hair,12,2008
Taylor Swift,Fearless,Fearless,1,Absent mindedly making me want you,13,2008
Taylor Swift,Fearless,Fearless,1,And I don't know how it gets better than this,14,2008
Taylor Swift,Fearless,Fearless,1,You take my hand and drag me head first,15,2008
Taylor Swift,Fearless,Fearless,1,Fearless,16,2008
Taylor Swift,Fearless,Fearless,1,And I don't know why but with you I'd dance in a storm in my best dress,17,2008
Taylor Swift,Fearless,Fearless,1,Fearless,18,2008
Taylor Swift,Fearless,Fearless,1,So baby drive slow,19,2008
Taylor Swift,Fearless,Fearless,1,'til we run out of road in this one horse town,20,2008
Taylor Swift,Fearless,Fearless,1,I wanna stay right here in this passenger's seat,21,2008
Taylor Swift,Fearless,Fearless,1,You put your eyes on me,22,2008
Taylor Swift,Fearless,Fearless,1,"In this moment now capture it, remember it",23,2008
Taylor Swift,Fearless,Fearless,1,And I don't know how it gets better than this,24,2008
Taylor Swift,Fearless,Fearless,1,You take my hand and drag me head first,25,2008
Taylor Swift,Fearless,Fearless,1,Fearless,26,2008
Taylor Swift,Fearless,Fearless,1,And I don't know why but with you I'd dance in a storm in my best dress,27,2008
Taylor Swift,Fearless,Fearless,1,Fearless,28,2008
Taylor Swift,Fearless,Fearless,1,Well you stood there with me in the doorway,29,2008
Taylor Swift,Fearless,Fearless,1,"My hands shake, I'm not usually this way but",30,2008
Taylor Swift,Fearless,Fearless,1,You pull me in and I'm a little more brave,31,2008
Taylor Swift,Fearless,Fearless,1,"It's the first kiss, it's flawless, really something",32,2008
Taylor Swift,Fearless,Fearless,1,It's fearless,33,2008
Taylor Swift,Fearless,Fearless,1,"Oh, yeah",34,2008
Taylor Swift,Fearless,Fearless,1,And I don't know how it gets better than this,35,2008
Taylor Swift,Fearless,Fearless,1,You take my hand and drag me head first,36,2008
Taylor Swift,Fearless,Fearless,1,Fearless,37,2008
Taylor Swift,Fearless,Fearless,1,And I don't know why but with you I'd dance in a storm in my best dress,38,2008
Taylor Swift,Fearless,Fearless,1,Fearless,39,2008
Taylor Swift,Fearless,Fearless,1,And I don't know how it gets better than this,40,2008
Taylor Swift,Fearless,Fearless,1,You take my hand and drag me head first,41,2008
Taylor Swift,Fearless,Fearless,1,Fearless,42,2008
Taylor Swift,Fearless,Fearless,1,And I don't know why but with you I'd dance in a storm in my best dress,43,2008
Taylor Swift,Fearless,Fearless,1,Fearless,44,2008
Taylor Swift,Fearless,Fearless,1,Oh oh,45,2008
Taylor Swift,Fearless,Fearless,1,Oh yeah,46,2008
Taylor Swift,Fearless,Fifteen,2,You take a deep breath and you walk through the doors,1,2008
Taylor Swift,Fearless,Fifteen,2,It's the morning of your very first day,2,2008
Taylor Swift,Fearless,Fifteen,2,You say hi to your friends you ain't seen in a while,3,2008
Taylor Swift,Fearless,Fifteen,2,Try and stay out of everybody's way,4,2008
Taylor Swift,Fearless,Fifteen,2,It's your freshman year and you're going to be here,5,2008
Taylor Swift,Fearless,Fifteen,2,For the next four years in this town,6,2008
Taylor Swift,Fearless,Fifteen,2,Hoping one of those senior boys will wink at you and say,7,2008
Taylor Swift,Fearless,Fifteen,2,"""You know, I haven't seen you around before""",8,2008
Taylor Swift,Fearless,Fifteen,2,Because when you're fifteen and somebody tells you they love you,9,2008
Taylor Swift,Fearless,Fifteen,2,You're going to believe them,10,2008
Taylor Swift,Fearless,Fifteen,2,And when you're fifteen feeling like there's nothing to figure out,11,2008
Taylor Swift,Fearless,Fifteen,2,"Well, count to ten, take it in",12,2008
Taylor Swift,Fearless,Fifteen,2,This is life before you know who you're going to be,13,2008
Taylor Swift,Fearless,Fifteen,2,Fifteen,14,2008
Taylor Swift,Fearless,Fifteen,2,You sit in class next to a redhead named Abigail,15,2008
Taylor Swift,Fearless,Fifteen,2,And soon enough you're best friends,16,2008
Taylor Swift,Fearless,Fifteen,2,Laughing at the other girls who think they're so cool,17,2008
Taylor Swift,Fearless,Fifteen,2,We'll be outta here as soon as we can,18,2008
Taylor Swift,Fearless,Fifteen,2,And then you're on your very first date and he's got a car,19,2008
Taylor Swift,Fearless,Fifteen,2,And you're feeling like flying,20,2008
Taylor Swift,Fearless,Fifteen,2,And your momma's waiting up and you're thinking he's the one,21,2008
Taylor Swift,Fearless,Fifteen,2,And you're dancing 'round your room when the night ends,22,2008
Taylor Swift,Fearless,Fifteen,2,When the night ends,23,2008
Taylor Swift,Fearless,Fifteen,2,Because when you're fifteen and somebody tells you they love you,24,2008
Taylor Swift,Fearless,Fifteen,2,You're going to believe them,25,2008
Taylor Swift,Fearless,Fifteen,2,When you're fifteen and your first kiss,26,2008
Taylor Swift,Fearless,Fifteen,2,Makes your head spin 'round,27,2008
Taylor Swift,Fearless,Fifteen,2,But in your life you'll do things greater than,28,2008
Taylor Swift,Fearless,Fifteen,2,Dating the boy on the football team,29,2008
Taylor Swift,Fearless,Fifteen,2,But I didn't know it at fifteen,30,2008
Taylor Swift,Fearless,Fifteen,2,When all you wanted was to be wanted,31,2008
Taylor Swift,Fearless,Fifteen,2,Wish you could go back and tell yourself what you know now,32,2008
